Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,85+,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Respiratory arrest,R09.2,All ages,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,10,
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,11,
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,25,
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,31,
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,85,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,31,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,75,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,141,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,85+,231,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,485,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,13,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,34,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,67,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,85+,94,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,212,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,65-74,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,75-84,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,85+,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrest,I46,All ages,34,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,22,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,60,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,108,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,195,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,65-74,21,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,75-84,63,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,85+,115,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Heart failure,I50,All ages,209,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,16,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,29,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,37,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,66,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,152,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,16,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,29,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,43,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,67,
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,163,
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,55-64,20,
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,65-74,24,
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,75-84,27,
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,85+,20,
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Sepsis,Sepsis,A40-A41,All ages,101,
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,10,
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,21,
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,32,
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,44,
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,111,
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,45-54,12,
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,55-64,35,
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,65-74,73,
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,75-84,102,
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,85+,88,
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Diabetes,Diabetes,E10-E14,All ages,312,
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,55-64,12,
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,65-74,24,
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Obesity,Obesity,E65-E68,All ages,56,
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,65-74,14,
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,75-84,48,
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,85+,130,
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Alzheimer disease,Alzheimer disease,G30,All ages,194,
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,57,
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,151,
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,275,
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,490,
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,45-54,10,
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,55-64,14,
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,65-74,31,
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,75-84,34,
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,85+,55,
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Renal failure,Renal failure,N17-N19,All ages,145,
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,15,
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,19,
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,22,
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,55,
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,117,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,14,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,19,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,61,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,173,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,334,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,464,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,602,
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,1667,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,35-44,15,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,45-54,47,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,55-64,139,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,65-74,294,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,75-84,469,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,85+,771,
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MN,Coronavirus Disease 2019,COVID-19,U071,All ages,1746,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,22,
